Food Resource Type,Agency,Location,Operational Status,Operational Notes,Current Process for Distribution,Who They Serve,Address,Latitude,Longitude,Phone Number,Website,Days/Hours,Date Updated
Meal,Prince of Peace/YMCA,Popy's Cafe,Limited Operations,Gives sandwiches out on Wednesdays.,Drive Up/Walk Up,General Public,"14514 20th Ave NE, Shoreline, WA 98155",47.7342759,-122.3070274,(206)-363-8100,http://www.princeofpeaceshoreline.com/POPYsCafe.html,"Wed 
5:00 pm - 6:00 pm",10/02/2020 12:00:00 AM
Food Bank,Prison Scholar Fund,,Open,"Delivery of 24-lb grocery boxes, apples and lunch boxes to persons living in King County who were formerly incarcerated. Sign up using online form fond on website.",Home Delivery,Contact Agency for Any Eligibility Requirements,,47.669121,122.381152,,http://www.prisonscholars.org/food-boxes/,Not Specified,05/29/2020 12:00:00 AM
Food Bank,Puget Sound Labor Agency,Puget Sound Labor Agency Food Bank,Open,Ready made bags at the back entrance,Drive Up/Walk Up,General Public,"2800 1st Ave, Seattle, WA 98121",47.6168704,-122.3519513,(206)-448-9277,http://www.pugetsoundlaboragency.org/food-bank.html,"Mon: 8:00 am -12:00 pm
Wed: 4:00 pm -7:00 pm
Fri: 8:00 am -12:00 pm",10/29/2020 12:00:00 AM
Meal,Raging River CC Food Bank (Adra P. Berry Memorial Food Bank),Raging River Community Church,Open,Extended hours during COVID,Drive Up/Walk Up,General Public,"31104 SE 86th St, Preston, WA 98050",47.5236596,-121.926249,(425)-222-5573,http://ragingrivercommunitychurch.org/ministry/foodbank/,Thurs: 1:00 pm - 4:00 pm,10/30/2020 12:00:00 AM
Meal,Rainier PopUp Kitchen,,Closed,,Drive Up/Walk Up,General Public,"901 Rainier Ave S, Seattle, WA 98144",47.5939748,-122.3106219,None,http://rainierpopupkitchen.wordpress.com/,Closed,10/02/2020 12:00:00 AM
Food Bank,Rainier Valley Food Bank,Rainier Valley Food Bank,Limited Operations,"Delivery Only, no on-site pickup. New applicants added to waitlist and will be contacted when service is available.  
Zip codes served: 98118,98108,98144,98134,98178, and approval required for 98106 and 98104

Questions about food delivery: email delivery@rvfborg OR call 206-723-4105 and select option 2",Home Delivery,General Public,"4205 Rainier Ave S, Seattle, WA 98118",47.5653236,-122.2889468,(206)-723-4105,http://www.rvfb.org/,Delivery only,10/29/2020 12:00:00 AM
Meal,Ravenna PopUp Kitchen,,Limited Operations,"Instead of our usual hot meal setup, we continue to provide to-go meals. We set up Sunday afternoon from 3-4 as usual (on 65th and 8th Ave NE, under the I5 overpass). 
Contact ravennapopupkitchen@gmail.com for more information.",Drive Up/Walk Up,General Public,"65th and 8th Ave NE, under the I5 overpass",47.675803,-122.320245,None,http://www.facebook.com/pages/category/Community/Ravenna-PopUp-Kitchen-498542463880219/,"Sun
3:00 pm - 4:00 pm",10/02/2020 12:00:00 AM
Meal,REACH Meal Coalition,,Open,grab & go meals,Drive Up/Walk Up,General Public,"300 Rainier Ave N, Renton, WA 98059",47.4873486,-122.217794,(425)-277-7582,http://www.reachrenton.org/reach-meal-coalition.html,"Mon, Tues, Wed, Thurs, Fri: 8:00 am - 10:00 am
Fri, Sat, Sun: 5:30 pm - 7:00 pm",06/09/2020 12:00:00 AM
Meal,Recovery Café,SODO,Closed,Contact agency for any eligibility requirements,Closed,Contact Agency for Any Eligibility Requirements,"4202 6th Ave S, Seattle, WA 98108",47.5657551,-122.3263254,(206)-374-8731,http://www.recoverycafe.org/,Closed,10/30/2020 12:00:00 AM
Meal,Recovery Café,Main site,Limited Operations,Contact agency for any eligibility requirements,Drive Up/Walk Up,Contact Agency for Any Eligibility Requirements,"2022 Boren Ave, Seattle, WA 98121",47.618348,-122.3346308,(206)-374-8731,http://www.recoverycafe.org/,"Mon, Tues, Wed, Thurs, Fri, Sat: 12:30 pm - 2:30 pm
Sun: 10:30 am - 12:30 pm",10/30/2020 12:00:00 AM
Food Bank & Meal,Redmond UMC,Open Kitchen,Limited Operations,Pre-packaged grocery bags for pick up,Drive Up/Walk Up,General Public,"16540 NE 80th St, Redmond, WA 98052",47.675118,-122.120025,(425)-883-7553,http://www.facebook.com/redmondchurch/,"Meal: Wed 5:00 pm - 7:00 pm

Hopelink Mobile Food Bank: 
Wed 8/12: 5:00 pm - 6:00 pm                                                                                        Wed 8/26: 5:00 pm - 6:00 pm",10/02/2020 12:00:00 AM
Food Bank,Renewal Food Bank,Highland Covenant Church,Open,"Eligibility:
• You can visit one time per week.
• You will need to provide proof of address and your ID on your first visit.
• Each time you come please bring your ID.

New Process:
• Visitors stay outdoors, volunteers stay indoors.
• A volunteer shows you which items are available.
• You decide which items to accept.
Fresh fruits and vegetables are pre-bagged.
• A volunteer places your selection in paper bags.
• The new process gets you in and out in about two minutes",Onsite,General Public,"15022 Bel-Red Road, Bellevue, WA 98007",47.6275862,-122.1394748,(425)-736-8132,http://renewalfoodbank.com/,"Mon: 10:00 am - 1:00 pm
Tues: 4:00 pm - 6:30 pm
Wed: 10:00 am - 1:00 pm",10/30/2020 12:00:00 AM
Food Bank,Renton Innovation Zone Partnership,New Birth Ministries,Closed,Emergency food,Drive Up/Walk Up,General Public,"12643 Renton Ave S, Seattle, WA 98178",47.4900675,-122.2390067,,http://www.facebook.com/RIZPartnership,Sat: 10:00 am -12:00 pm,10/30/2020 12:00:00 AM
Food Bank,Renton Innovation Zone Partnership,New Birth Ministries,Open,Non perishable NW harvest food bags,Drive Up/Walk Up,General Public,"12643 Renton Ave S Seattle, WA 98178",47.490194,-122.238746,(425)-264-3384,http://rizpartnership.org/,"Sat
10:00 am - 12:00 pm",07/09/2020 12:00:00 AM
Food Bank,Renton Innovation Zone Partnership,Greentree apartments,Open,Fresh food boxes and some non perishables,Drive Up/Walk Up,General Public,"6900 S 125th St Seattle, WA 98189",47.490468,-122.247003,(425)-264-3385,http://rizpartnership.org/,"Tues (through July) 
2:00 pm - 4:00 pm",07/09/2020 12:00:00 AM
Food Bank,Renton Innovation Zone Partnership,St. Matthews Lutheran Church,Open,Sustainable Renton Drive Through Grocery Store,Drive Up/Walk Up,General Public,"1700 Edmonds Ave NE, Renton, WA 98056",47.506624,-122.171332,(425)-264-3386,http://rizpartnership.org/,Mon 5:30-7:00 pm through August,07/09/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Benson Hill ES,Open,"Parents can pick up without children present (must provide student names/ID numbers)
Online pre-orders highly recommended",Drive Up/Walk Up,Youth and Young Adults,"18665 116th Ave SE, Renton, WA, 98058",47.4349028,-122.1877065,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon Wed
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Stonebrook,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"12210 SE Petrovitsky Rd, Renton, WA 98058",47.4468621,-122.177255,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Plum Tree Park,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"200 SW 5th Pl, Renton, WA 98057",47.4468621,-122.177255,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Renton Park ES (also serving Lindbergh HS),Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"16828 128th Ave SE, Renton, WA 98058",47.451275,-122.1684849,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Lindbergh HS,Closed,Orders must be placed before 8 pm the night before,Drive Up/Walk Up,Youth and Young Adults,"16426 128th Ave SE, Renton, WA 98058",47.4548441,-122.1685113,,http://www.rentonschools.us/students-families,"Mon, Tues, Wed, Thurs, Fri
11:00 am - 12:00 pm",06/17/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Nelsen MS (also serving HOME Program and Renton Academy),Closed,Orders must be placed before 8 pm the night before,Drive Up/Walk Up,Youth and Young Adults,"2403 Jones Ave S, Renton, WA 98055",47.4571097,-122.197923,,http://www.rentonschools.us/students-families,"Mon, Tues, Wed, Thurs, Fri
11:00 am - 12:00 pm",06/17/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Talbot Hill ES,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"2300 Talbot Rd S, Renton, WA 98055",47.4584596,-122.2110675,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Cascade ES,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"16022 116th Ave SE, Renton, WA 98058",47.4585795,-122.1839229,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Tiffany Park ES,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"1601 Lake Youngs Way SE, Renton, WA 98058",47.4660504,-122.1782703,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed, 
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Royal Hills,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"3000 Royal Hills Dr SE, Renton, WA 98058",47.4694609,-122.178401,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Creston Point,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"13445 Martin Luther King Jr Way, Seattle, WA 98178",47.4815157,-122.2464575,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Renton HS,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"400 S 2nd St, Renton, WA 98057",47.481741,-122.21197,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed, 
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Maplewood Heights ES,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"130 Jericho Ave SE, Renton, WA┬á98059",47.4822107,-122.1470418,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed, 11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Sartori ES,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"332 Park Ave N, Renton, WA 98057",47.4878088,-122.2021155,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Green Tree/Park Hill,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"6900 S 125th St, Seattle, WA 98178",47.4902799,-122.2470249,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Dimmitt MS,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"12320 80th Avenue S, Seattle, WA 98178",47.4923212,-122.2314921,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Campbell Hill ES,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"6418 S 124th Street, Seattle, WA 98178",47.4924957,-122.2526732,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon,  Wed, 
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Highlands ES,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"2720 NE 7th St, Renton, WA 98059",47.4952574,-122.1824513,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Honey Dew ES,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"800 Union Ave NE, Renton, WA 98059",47.4962149,-122.1627597,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed
11:00 am - 12:00 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Bryn Mawr ES,Open,"Parents can pick up without children present (must provide student names/ID numbers)
Online pre-orders highly recommended",Drive Up/Walk Up,Youth and Young Adults,"8212 S 118th St, Seattle, WA 98178",47.4980424,-122.2295836,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon,, Wed,
11:00 am - 12:00 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Lakeridge ES,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"7400 S 115th St, Seattle, WA 98178",47.4998499,-122.2401379,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Hazen HS,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"1101 Hoquiam Ave NE, Renton, WA 98059",47.5013164,-122.1524552,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,McKnight MS (also serving Meadow Crest Early Learning),Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"1200 Edmonds Ave NE, Renton, WA 98056",47.5056526,-122.1832897,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed,
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Sierra Heights ES,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"2501 Union Ave NE, Renton, WA 98059",47.5143053,-122.1657551,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon,  Wed,
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Kennydale ES,Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"1700 NE 28th St, Renton, WA 98056",47.5171955,-122.1968453,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed, 
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Hazelwood ES (also serving Risdon MS),Open,Parents can pick up without children present (must provide student names/ID numbers) Online pre-orders highly recommended,Drive Up/Walk Up,Youth and Young Adults,"7100 116th Ave SE, Newcastle, WA 98056",47.5383651,-122.1843432,,http://www.rentonschools.us/learning-and-teaching/2020-2021-school-year,"Mon, Wed, 
11:00 am - 12:30 pm",09/11/2020 12:00:00 AM
Student To-Go Meals,Renton Public Schools,Risdon MS,Closed,Orders must be placed before 8 pm the night before,Drive Up/Walk Up,Youth and Young Adults,"6928 116th Ave SE, Newcastle, WA 98056",47.5405281,-122.1849362,,http://www.rentonschools.us/students-families,"Mon, Tues, Wed, Thurs, Fri
11:00 am - 12:00 pm",06/25/2020 12:00:00 AM
Food Bank,Restoration House Ministries NW,,Limited Operations,Emergency food,Drive Up/Walk Up,General Public,"7817 S 125th St, Seattle, WA 98178",47.4905309,-122.2346473,(206)-906-9664,http://freedomchurchofseattle.weebly.com/food-pantry.html,Mon - Sunday,10/30/2020 12:00:00 AM
Student To-Go Meals,Riverview School District,Carnation Elementary,Open,Free meals for all students 18 years and under. Pre-order the day before pickup on website or by calling.,Drive Up/Walk Up,Youth and Young Adults,"4950 Tolt Ave, Carnation, WA 98014",47.6517943,-121.9109017,(425)-844-4544,http://www.engage.rsd407.org/foodservice,"Mon, Tues, Wed, Thurs, Fri
7:00 am - 9:00 am",09/10/2020 12:00:00 AM
